,areaid,areaname,districtid,districtname,areaid0,areaname0,districtid0,districtname0,pharmagroup,clientdunsno,customerlocationname,custcol_8,parentptsdunsno,custcol_6,parentshipperlocationname,productcode,producttypedesc,weekid,weekdesc,monthid,monthdesc,mailclasscode,svcstddaytimecode,mailclasssrvcstddesc,ontimevolume,totalcount,failedcount
8587,2,ATLANTIC,1317,NEW JERSEY,10,CENTRAL,46,WISCONSIN,OPTUM RX PB_HDP,902746705,OPTUM RX PB_HDP,902746705,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5569,2022-01-15,1289,JAN 2022,PM,3D  ,Priority Mail - 3 Day,160,162,2
8588,7,SOUTHERN,79,TEXAS 3,7,SOUTHERN,1471,AL-MS,HDP,902541975,HDP,902541975,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5588,2022-05-28,1293,MAY 2022,FC,3D  ,First Class - 3 Day,2,2,0
8589,10,CENTRAL,72,KS-MO,10,CENTRAL,31,MICHIGAN 2,HDP,902205142,HDP,902205142,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5572,2022-02-05,1290,FEB 2022,PM,3D  ,Priority Mail - 3 Day,5,6,1
8590,2,ATLANTIC,2294,NORTH CAROLINA,7,SOUTHERN,1463,TENNESSEE,OPTUM RX CH_HDP,902746635,OPTUM RX CH_HDP,902746635,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5591,2022-06-18,1294,JUN 2022,PM,2D  ,Priority Mail - 2 Day,55,72,17
8591,10,CENTRAL,72,KS-MO,7,SOUTHERN,1488,FLORIDA 3,OPTUM RX OP_HDP,902746685,OPTUM RX OP_HDP,902746685,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5593,2022-07-02,1295,JUL 2022,FC,3D  ,First Class - 3 Day,65,72,7
8592,10,CENTRAL,72,KS-MO,10,CENTRAL,31,MICHIGAN 2,OPTUM RX OP_HDP,902746685,OPTUM RX OP_HDP,902746685,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5608,2022-10-15,1298,OCT 2022,FC,3D  ,First Class - 3 Day,44,50,6
8593,5,WESTPAC,73,WASHINGTON,5,WESTPAC,87,ALASKA,HDP,902293989,HDP,902293989,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5608,2022-10-15,1298,OCT 2022,FC,4D  ,First Class - 4 Day,24,25,1
8594,10,CENTRAL,15,ILLINOIS 2,10,CENTRAL,23,IA-NE-SD,CVS,999999194,CVS PBM MT PROSPECT,999999194,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5566,2021-12-25,1288,DEC 2021,PM,2D  ,Priority Mail - 2 Day,5,5,0
8595,5,WESTPAC,73,WASHINGTON,5,WESTPAC,63,CALIFORNIA 6,HDP,902293989,HDP,902293989,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5569,2022-01-15,1289,JAN 2022,PM,3D  ,Priority Mail - 3 Day,5,5,0
8596,7,SOUTHERN,79,TEXAS 3,2,ATLANTIC,57,DE-PA 2 DISTRICT,OPTUM RX SA_HDP,902746720,OPTUM RX SA_HDP,902746720,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5605,2022-09-24,1297,SEP 2022,FC,4D  ,First Class - 4 Day,28,29,1
8597,2,ATLANTIC,57,DE-PA 2 DISTRICT,2,ATLANTIC,60,PENNSYLVANIA 1,CVS,901000063,CVS / CAREMARK - WILKES BARRE,901000063,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5580,2022-04-02,1292,APR 2022,FC,3D  ,First Class - 3 Day,73,73,0
8598,10,CENTRAL,72,KS-MO,5,WESTPAC,70,CALIFORNIA 4,OPTUM RX OP_HDP,902746683,OPTUM RX OP_HDP,902746683,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5605,2022-09-24,1297,SEP 2022,PM,3D  ,Priority Mail - 3 Day,1,1,0
8599,5,WESTPAC,63,CALIFORNIA 6,5,WESTPAC,1081,AZ-NM,HDP,902205135,HDP,902205135,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5584,2022-04-30,1293,MAY 2022,FC,3D  ,First Class - 3 Day,382,402,20
8600,5,WESTPAC,63,CALIFORNIA 6,10,CENTRAL,23,IA-NE-SD,OPTUM RX CA_HDP,902746621,OPTUM RX CA_HDP,902746621,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5581,2022-04-09,1292,APR 2022,PM,3D  ,Priority Mail - 3 Day,2,2,0
8601,7,SOUTHERN,1497,FLORIDA 1,2,ATLANTIC,60,PENNSYLVANIA 1,HDP,902293986,HDP,902293986,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5602,2022-09-03,1297,SEP 2022,FC,3D  ,First Class - 3 Day,110,112,2
8602,2,ATLANTIC,57,DE-PA 2 DISTRICT,7,SOUTHERN,79,TEXAS 3,INGENIO,902372650,Ingenio Rx,902372650,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5604,2022-09-17,1297,SEP 2022,FC,4D  ,First Class - 4 Day,2,2,0
8603,10,CENTRAL,14,ILLINOIS 1,10,CENTRAL,17,OHIO 1,PBM - We-- Care,902372655,PBM - We-- Care,902372655,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5582,2022-04-16,1292,APR 2022,FC,3D  ,First Class - 3 Day,17,17,0
8604,10,CENTRAL,15,ILLINOIS 2,5,WESTPAC,65,ID-MT-OR,INGENIO,902372651,Ingenio Rx,902372651,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5573,2022-02-12,1290,FEB 2022,PM,3D  ,Priority Mail - 3 Day,1,1,0
8605,2,ATLANTIC,2294,NORTH CAROLINA,2,ATLANTIC,1317,NEW JERSEY,OPTUM RX CH_HDP,902746635,OPTUM RX CH_HDP,902746635,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5584,2022-04-30,1292,APR 2022,FC,3D  ,First Class - 3 Day,12,12,0
8606,5,WESTPAC,73,WASHINGTON,5,WESTPAC,81,CALIFORNIA 3,HDP,902575882,HDP,902575882,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5608,2022-10-15,1298,OCT 2022,PM,3D  ,Priority Mail - 3 Day,2,2,0
8607,5,WESTPAC,63,CALIFORNIA 6,10,CENTRAL,15,ILLINOIS 2,HDP,902205135,HDP,902205135,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5573,2022-02-12,1290,FEB 2022,PM,2D  ,Priority Mail - 2 Day,0,3,3
8608,7,SOUTHERN,79,TEXAS 3,7,SOUTHERN,1497,FLORIDA 1,OPTUM RX SA_HDP,902746719,OPTUM RX SA_HDP,902746719,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5608,2022-10-15,1298,OCT 2022,FC,3D  ,First Class - 3 Day,2,4,2
8609,2,ATLANTIC,1317,NEW JERSEY,2,ATLANTIC,57,DE-PA 2 DISTRICT,OPTUM RX PB_HDP,902746705,OPTUM RX PB_HDP,902746705,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5608,2022-10-15,1298,OCT 2022,FC,2D  ,First Class - 2 Day,299,396,97
8610,7,SOUTHERN,1497,FLORIDA 1,7,SOUTHERN,53,AR-OK,HDP,902293988,HDP,902293988,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5588,2022-05-28,1294,JUN 2022,FC,3D  ,First Class - 3 Day,917,933,16
8611,10,CENTRAL,14,ILLINOIS 1,7,SOUTHERN,1507,GEORGIA,CMOP HINES,901581575,CMOP HINES,901581575,901581565,901581565,GENCO,FC ,First-Class                                       ,5601,2022-08-27,1296,AUG 2022,FC,3D  ,First Class - 3 Day,1,1,0
8612,10,CENTRAL,72,KS-MO,7,SOUTHERN,33,TEXAS 2,HDP,901267098,HDP,901267098,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5576,2022-03-05,1291,MAR 2022,PM,2D  ,Priority Mail - 2 Day,6,6,0
8613,10,CENTRAL,14,ILLINOIS 1,7,SOUTHERN,1497,FLORIDA 1,INGENIO,902372651,Ingenio Rx,902372651,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5594,2022-07-09,1295,JUL 2022,PM,2D  ,Priority Mail - 2 Day,5,6,1
8614,5,WESTPAC,38,CALIFORNIA 5,7,SOUTHERN,1507,GEORGIA,KAISER PERMANENTE - SCAL REGION,902048551,KAISER PERMANENTE - SCAL REGION,902048551,902048548,902048548,KAISER PERMANENTE - SCAL REGION,FC ,First-Class                                       ,5592,2022-06-25,1295,JUL 2022,FC,5D  ,First Class - 5 Day,3,3,0
8615,5,WESTPAC,63,CALIFORNIA 6,10,CENTRAL,15,ILLINOIS 2,HDP,902205127,HDP,902205127,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5561,2021-11-20,1287,NOV 2021,PM,3D  ,Priority Mail - 3 Day,2,2,0
8616,5,WESTPAC,73,WASHINGTON,5,WESTPAC,73,WASHINGTON,OPTUM RX WV_HDP,902746732,OPTUM RX WV_HDP,902746732,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5585,2022-05-07,1293,MAY 2022,PM,2D  ,Priority Mail - 2 Day,18,18,0
8617,10,CENTRAL,72,KS-MO,7,SOUTHERN,1497,FLORIDA 1,OPTUM RX OP_HDP,902746683,OPTUM RX OP_HDP,902746683,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5575,2022-02-26,1290,FEB 2022,PM,2D  ,Priority Mail - 2 Day,2,2,0
8618,7,SOUTHERN,79,TEXAS 3,2,ATLANTIC,1317,NEW JERSEY,OPTUM RX SA_HDP,902746719,OPTUM RX SA_HDP,902746719,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5558,2021-10-30,1287,NOV 2021,PM,3D  ,Priority Mail - 3 Day,2,2,0
8619,5,WESTPAC,63,CALIFORNIA 6,2,ATLANTIC,57,DE-PA 2 DISTRICT,HDP,901326076,HDP,901326076,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5577,2022-03-12,1291,MAR 2022,FC,3D  ,First Class - 3 Day,122,125,3
8620,10,CENTRAL,72,KS-MO,7,SOUTHERN,1488,FLORIDA 3,HDP,901267098,HDP,901267098,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5605,2022-09-24,1297,SEP 2022,FC,4D  ,First Class - 4 Day,46,47,1
8621,10,CENTRAL,72,KS-MO,10,CENTRAL,17,OHIO 1,OPTUM RX OP_HDP,902746685,OPTUM RX OP_HDP,902746685,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5562,2021-11-27,1287,NOV 2021,PM,2D  ,Priority Mail - 2 Day,1,1,0
8622,10,CENTRAL,16,OHIO 2,2,ATLANTIC,74,VIRGINIA,HUMANA,931508576,HUMANA - OH (PMOD),931508576,901097571,901097571,HUMANA PROCUREMENT,FC ,First-Class                                       ,5562,2021-11-27,1287,NOV 2021,FC,2D  ,First Class - 2 Day,59,63,4
8623,10,CENTRAL,14,ILLINOIS 1,10,CENTRAL,23,IA-NE-SD,INGENIO,902372651,Ingenio Rx,902372651,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5601,2022-08-27,1296,AUG 2022,PM,2D  ,Priority Mail - 2 Day,12,13,1
8624,10,CENTRAL,72,KS-MO,7,SOUTHERN,20,TEXAS 1,OPTUM RX OP_HDP,902746682,OPTUM RX OP_HDP,902746682,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5561,2021-11-20,1287,NOV 2021,FC,3D  ,First Class - 3 Day,117,121,4
8625,10,CENTRAL,72,KS-MO,2,ATLANTIC,44,MARYLAND,OPTUM RX OP_HDP,902746683,OPTUM RX OP_HDP,902746683,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5606,2022-10-01,1298,OCT 2022,PM,3D  ,Priority Mail - 3 Day,1,1,0
8626,7,SOUTHERN,79,TEXAS 3,10,CENTRAL,23,IA-NE-SD,HDP,902541976,HDP,902541976,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5605,2022-09-24,1297,SEP 2022,PM,3D  ,Priority Mail - 3 Day,18,19,1
8627,5,WESTPAC,63,CALIFORNIA 6,2,ATLANTIC,74,VIRGINIA,OPTUM RX CA_HDP,902746621,OPTUM RX CA_HDP,902746621,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5575,2022-02-26,1291,MAR 2022,PM,3D  ,Priority Mail - 3 Day,2,2,0
8628,2,ATLANTIC,57,DE-PA 2 DISTRICT,10,CENTRAL,23,IA-NE-SD,INGENIO,902372650,Ingenio Rx,902372650,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5576,2022-03-05,1291,MAR 2022,PM,3D  ,Priority Mail - 3 Day,1,1,0
8629,7,SOUTHERN,1497,FLORIDA 1,10,CENTRAL,72,KS-MO,OPTUMRX OV_HDP,902746690,OPTUMRX OV_HDP,902746690,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5579,2022-03-26,1292,APR 2022,PM,2D  ,Priority Mail - 2 Day,8,8,0
8630,10,CENTRAL,72,KS-MO,5,WESTPAC,38,CALIFORNIA 5,OPTUM RX OP_HDP,902746682,OPTUM RX OP_HDP,902746682,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5587,2022-05-21,1293,MAY 2022,PM,2D  ,Priority Mail - 2 Day,8,9,1
8631,2,ATLANTIC,57,DE-PA 2 DISTRICT,2,ATLANTIC,1297,NEW YORK 2,PBM - We-- Care,902372654,PBM - We-- Care,902372654,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5557,2021-10-23,1286,OCT 2021,PM,2D  ,Priority Mail - 2 Day,36,37,1
8632,10,CENTRAL,16,OHIO 2,5,WESTPAC,22,HAWAII,HUMANA,931508576,HUMANA - OH (PMOD),931508576,901097571,901097571,HUMANA PROCUREMENT,PM ,Priority Mail                                     ,5592,2022-06-25,1295,JUL 2022,PM,3D  ,Priority Mail - 3 Day,7,9,2
8633,2,ATLANTIC,57,DE-PA 2 DISTRICT,5,WESTPAC,38,CALIFORNIA 5,INGENIO,902372650,Ingenio Rx,902372650,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5588,2022-05-28,1294,JUN 2022,FC,5D  ,First Class - 5 Day,2,2,0
8634,10,CENTRAL,72,KS-MO,2,ATLANTIC,2294,NORTH CAROLINA,HDP,901267098,HDP,901267098,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5562,2021-11-27,1288,DEC 2021,FC,3D  ,First Class - 3 Day,703,823,120
8635,5,WESTPAC,73,WASHINGTON,5,WESTPAC,81,CALIFORNIA 3,HDP,902293989,HDP,902293989,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5603,2022-09-10,1297,SEP 2022,PM,3D  ,Priority Mail - 3 Day,24,25,1
8636,10,CENTRAL,72,KS-MO,5,WESTPAC,70,CALIFORNIA 4,OPTUM RX OP_HDP,902746683,OPTUM RX OP_HDP,902746683,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5563,2021-12-04,1288,DEC 2021,FC,3D  ,First Class - 3 Day,26,31,5
8637,7,SOUTHERN,79,TEXAS 3,5,WESTPAC,63,CALIFORNIA 6,HDP,902541977,HDP,902541977,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5558,2021-10-30,1286,OCT 2021,FC,3D  ,First Class - 3 Day,3,3,0
8638,10,CENTRAL,16,OHIO 2,10,CENTRAL,32,INDIANA,HUMANA,931508576,HUMANA - OH (PMOD),931508576,901097571,901097571,HUMANA PROCUREMENT,PM ,Priority Mail                                     ,5572,2022-02-05,1290,FEB 2022,PM,3D  ,Priority Mail - 3 Day,156,161,5
8639,7,SOUTHERN,79,TEXAS 3,7,SOUTHERN,53,AR-OK,OPTUM RX SA_HDP,902746721,OPTUM RX SA_HDP,902746721,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5584,2022-04-30,1293,MAY 2022,PM,3D  ,Priority Mail - 3 Day,10,10,0
8640,5,WESTPAC,73,WASHINGTON,5,WESTPAC,73,WASHINGTON,OPTUM RX WV_HDP,902746735,OPTUM RX WV_HDP,902746735,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5607,2022-10-08,1298,OCT 2022,FC,3D  ,First Class - 3 Day,41,42,1
8641,10,CENTRAL,16,OHIO 2,10,CENTRAL,24,MICHIGAN 1,HUMANA,931508576,HUMANA - OH (PMOD),931508576,901097571,901097571,HUMANA PROCUREMENT,FC ,First-Class                                       ,5570,2022-01-22,1289,JAN 2022,FC,2D  ,First Class - 2 Day,37,42,5
8642,5,WESTPAC,63,CALIFORNIA 6,5,WESTPAC,65,ID-MT-OR,HDP,901326076,HDP,901326076,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5561,2021-11-20,1287,NOV 2021,PM,2D  ,Priority Mail - 2 Day,11,12,1
8643,7,SOUTHERN,79,TEXAS 3,10,CENTRAL,72,KS-MO,HDP,902541975,HDP,902541975,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5592,2022-06-25,1294,JUN 2022,PM,3D  ,Priority Mail - 3 Day,7,8,1
8644,7,SOUTHERN,79,TEXAS 3,5,WESTPAC,62,CALIFORNIA 2,OPTUM RX SA_HDP,902746719,OPTUM RX SA_HDP,902746719,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5575,2022-02-26,1290,FEB 2022,PM,2D  ,Priority Mail - 2 Day,7,9,2
8645,10,CENTRAL,14,ILLINOIS 1,10,CENTRAL,46,WISCONSIN,CVS,999999194,CVS PBM MT PROSPECT,999999194,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5587,2022-05-21,1293,MAY 2022,FC,2D  ,First Class - 2 Day,66,67,1
8646,10,CENTRAL,14,ILLINOIS 1,7,SOUTHERN,59,LOUISIANA,CMOP HINES,901581575,CMOP HINES,901581575,901581565,901581565,GENCO,FC ,First-Class                                       ,5584,2022-04-30,1293,MAY 2022,FC,3D  ,First Class - 3 Day,3,5,2
8647,10,CENTRAL,14,ILLINOIS 1,2,ATLANTIC,1309,NEW YORK 1,CMOP HINES,901581575,CMOP HINES,901581575,901581565,901581565,GENCO,FC ,First-Class                                       ,5558,2021-10-30,1287,NOV 2021,FC,3D  ,First Class - 3 Day,52,57,5
8648,2,ATLANTIC,57,DE-PA 2 DISTRICT,7,SOUTHERN,1084,SOUTH CAROLINA,INGENIO,902372650,Ingenio Rx,902372650,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5561,2021-11-20,1287,NOV 2021,PM,2D  ,Priority Mail - 2 Day,11,13,2
8649,5,WESTPAC,63,CALIFORNIA 6,10,CENTRAL,31,MICHIGAN 2,OPTUM RX CA_HDP,902746620,OPTUM RX CA_HDP,902746620,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5556,2021-10-16,1286,OCT 2021,FC,3D  ,First Class - 3 Day,56,73,17
8650,5,WESTPAC,64,CALIFORNIA 1,5,WESTPAC,64,CALIFORNIA 1,HDP,902575882,HDP,902575882,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5587,2022-05-21,1293,MAY 2022,FC,2D  ,First Class - 2 Day,1,1,0
8651,2,ATLANTIC,57,DE-PA 2 DISTRICT,10,CENTRAL,15,ILLINOIS 2,CVS,901000063,CVS / CAREMARK - WILKES BARRE,901000063,901000062,901000062,CVS / CAREMARK - WILKES BARRE,PM ,Priority Mail                                     ,5602,2022-09-03,1297,SEP 2022,PM,3D  ,Priority Mail - 3 Day,0,1,1
8652,10,CENTRAL,72,KS-MO,7,SOUTHERN,53,AR-OK,HDP,901267098,HDP,901267098,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5565,2021-12-18,1288,DEC 2021,FC,2D  ,First Class - 2 Day,16,17,1
8653,2,ATLANTIC,2294,NORTH CAROLINA,7,SOUTHERN,1463,TENNESSEE,OPTUM RX CH_HDP,902746628,OPTUM RX CH_HDP,902746628,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5604,2022-09-17,1297,SEP 2022,PM,2D  ,Priority Mail - 2 Day,60,67,7
8654,2,ATLANTIC,2294,NORTH CAROLINA,7,SOUTHERN,1471,AL-MS,OPTUM RX CH_HDP,902746628,OPTUM RX CH_HDP,902746628,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5563,2021-12-04,1288,DEC 2021,PM,3D  ,Priority Mail - 3 Day,3,3,0
8655,10,CENTRAL,72,KS-MO,2,ATLANTIC,1297,NEW YORK 2,HDP,902205126,HDP,902205126,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5601,2022-08-27,1296,AUG 2022,PM,3D  ,Priority Mail - 3 Day,9,9,0
8656,7,SOUTHERN,79,TEXAS 3,5,WESTPAC,87,ALASKA,HDP,902541976,HDP,902541976,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5601,2022-08-27,1296,AUG 2022,FC,4D  ,First Class - 4 Day,4,4,0
8657,7,SOUTHERN,79,TEXAS 3,7,SOUTHERN,79,TEXAS 3,OPTUM RX SA_HDP,902746721,OPTUM RX SA_HDP,902746721,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5561,2021-11-20,1287,NOV 2021,FC,2D  ,First Class - 2 Day,1308,1322,14
8658,10,CENTRAL,72,KS-MO,7,SOUTHERN,33,TEXAS 2,OPTUM RX OP_HDP,902746683,OPTUM RX OP_HDP,902746683,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5601,2022-08-27,1296,AUG 2022,PM,3D  ,Priority Mail - 3 Day,1,1,0
8659,10,CENTRAL,16,OHIO 2,5,WESTPAC,1081,AZ-NM,HUMANA,931508576,HUMANA - OH (PMOD),931508576,901097571,901097571,HUMANA PROCUREMENT,PM ,Priority Mail                                     ,5596,2022-07-23,1295,JUL 2022,PM,2D  ,Priority Mail - 2 Day,203,218,15
8660,5,WESTPAC,73,WASHINGTON,10,CENTRAL,46,WISCONSIN,HDP,902575882,HDP,902575882,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5592,2022-06-25,1294,JUN 2022,PM,2D  ,Priority Mail - 2 Day,6,6,0
8661,10,CENTRAL,72,KS-MO,7,SOUTHERN,1471,AL-MS,OPTUM RX OP_HDP,902746685,OPTUM RX OP_HDP,902746685,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5573,2022-02-12,1290,FEB 2022,PM,3D  ,Priority Mail - 3 Day,12,12,0
8662,10,CENTRAL,72,KS-MO,5,WESTPAC,89,CO-WY,OPTUM RX OP_HDP,902746683,OPTUM RX OP_HDP,902746683,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5600,2022-08-20,1296,AUG 2022,PM,2D  ,Priority Mail - 2 Day,7,7,0
8663,5,WESTPAC,38,CALIFORNIA 5,5,WESTPAC,64,CALIFORNIA 1,KAISER PERMANENTE - SCAL REGION,902048551,KAISER PERMANENTE - SCAL REGION,902048551,902048548,902048548,KAISER PERMANENTE - SCAL REGION,PM ,Priority Mail                                     ,5606,2022-10-01,1298,OCT 2022,PM,2D  ,Priority Mail - 2 Day,4,4,0
8664,10,CENTRAL,72,KS-MO,7,SOUTHERN,1497,FLORIDA 1,OPTUM RX OP_HDP,902746682,OPTUM RX OP_HDP,902746682,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5584,2022-04-30,1293,MAY 2022,PM,2D  ,Priority Mail - 2 Day,5,5,0
8665,10,CENTRAL,72,KS-MO,5,WESTPAC,81,CALIFORNIA 3,HDP,901267098,HDP,901267098,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5577,2022-03-12,1291,MAR 2022,PM,2D  ,Priority Mail - 2 Day,6,6,0
8666,10,CENTRAL,72,KS-MO,5,WESTPAC,87,ALASKA,HDP,901267098,HDP,901267098,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5587,2022-05-21,1293,MAY 2022,FC,5D  ,First Class - 5 Day,7,7,0
8667,5,WESTPAC,63,CALIFORNIA 6,5,WESTPAC,65,ID-MT-OR,OPTUM RX CA_HDP,902746621,OPTUM RX CA_HDP,902746621,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5570,2022-01-22,1289,JAN 2022,FC,3D  ,First Class - 3 Day,223,231,8
8668,2,ATLANTIC,1317,NEW JERSEY,2,ATLANTIC,28,CONNECTICUT,OPTUM RX PB_HDP,902746704,OPTUM RX PB_HDP,902746704,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5576,2022-03-05,1291,MAR 2022,PM,1D  ,Priority Mail - 1 Day,13,13,0
8669,7,SOUTHERN,79,TEXAS 3,7,SOUTHERN,59,LOUISIANA,OPTUM RX SA_HDP,902746720,OPTUM RX SA_HDP,902746720,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5569,2022-01-15,1289,JAN 2022,FC,3D  ,First Class - 3 Day,20,21,1
8670,10,CENTRAL,14,ILLINOIS 1,2,ATLANTIC,1,NEW YORK 3,INGENIO,902372651,Ingenio Rx,902372651,901000062,901000062,CVS / CAREMARK - WILKES BARRE,FC ,First-Class                                       ,5579,2022-03-26,1291,MAR 2022,FC,3D  ,First Class - 3 Day,6,6,0
8671,2,ATLANTIC,2294,NORTH CAROLINA,2,ATLANTIC,57,DE-PA 2 DISTRICT,OPTUM RX CH_HDP,902746634,OPTUM RX CH_HDP,902746634,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5575,2022-02-26,1291,MAR 2022,PM,2D  ,Priority Mail - 2 Day,20,20,0
8672,10,CENTRAL,72,KS-MO,10,CENTRAL,24,MICHIGAN 1,OPTUM RX OP_HDP,902746683,OPTUM RX OP_HDP,902746683,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5577,2022-03-12,1291,MAR 2022,FC,3D  ,First Class - 3 Day,61,62,1
8673,10,CENTRAL,72,KS-MO,2,ATLANTIC,9,MA-RI,HDP,902205134,HDP,902205134,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5586,2022-05-14,1293,MAY 2022,FC,4D  ,First Class - 4 Day,37,38,1
8674,10,CENTRAL,72,KS-MO,5,WESTPAC,1080,NV-UT,HDP,902205126,HDP,902205126,901267090,901267090,UHG - OPTUMRX,FC ,First-Class                                       ,5580,2022-04-02,1292,APR 2022,FC,3D  ,First Class - 3 Day,139,144,5
8675,10,CENTRAL,72,KS-MO,5,WESTPAC,1081,AZ-NM,CMOP LEAVENWORTH,901581567,CMOP LEAVENWORTH,901581567,901581565,901581565,GENCO,FC ,First-Class                                       ,5605,2022-09-24,1297,SEP 2022,FC,3D  ,First Class - 3 Day,19,22,3
8676,10,CENTRAL,72,KS-MO,10,CENTRAL,24,MICHIGAN 1,OPTUM RX OP_HDP,902746684,OPTUM RX OP_HDP,902746684,901267090,901267090,UHG - OPTUMRX,PM ,Priority Mail                                     ,5603,2022-09-10,1297,SEP 2022,PM,3D  ,Priority Mail - 3 Day,5,5,0
